"hthwr","htowr","hthtor","hthtop","atawr","atowr","atator","atatop","gw"
0.375,0.4375,2.125,0.5385082960128784,0.625,0.5625,2,0.47079727053642273,"a"
0.875,0.75,1,0.5414583086967468,0.375,0.5625,2,0.5284318327903748,"h"
0.5,0.5625,1.875,0.48385417461395264,0.5,0.3125,1.5,0.5380555391311646,"h"
0.5,0.4375,2.375,0.4813649654388428,0.375,0.625,2.375,0.4954861104488373,"h"
0.25,0.3125,1.875,0.4493750035762787,0.5,0.5625,1,0.5409978628158569,"a"
0.25,0.125,1.625,0.47236111760139465,0.5,0.625,1.375,0.5161017775535583,"a"
0.375,0.25,1.625,0.4584027826786041,0.625,0.75,0.25,0.4898958206176758,"a"
0.625,0.75,1.125,0.5621528029441833,0.5,0.75,1.625,0.46871528029441833,"h"
0.625,0.3125,1.25,0.5041319727897644,0,0.1875,1.375,0.46067842841148376,"h"
0.375,0.3125,2.25,0.4964583218097687,0.375,0.5,1.375,0.4355555474758148,"a"
0.75,0.75,1.125,0.49752500653266907,0.375,0.4375,2.125,0.5148316621780396,"h"
0.375,0.375,2.125,0.4787166118621826,0.25,0.3125,1.25,0.48550868034362793,"h"
0.375,0.4375,1.625,0.4890277683734894,0.5,0.6875,1.875,0.5766319632530212,"a"
0.75,0.625,1.625,0.5262500047683716,0.25,0.375,2.375,0.506259024143219,"h"
0.5,0.4375,2.125,0.4771635830402374,0.125,0.1875,3.25,0.4982638955116272,"a"
0.875,0.75,1.25,0.4814583361148834,0.25,0.3125,1.125,0.498251736164093,"h"
0.5,0.4375,1.875,0.503333330154419,0.5,0.625,2.125,0.4773702025413513,"a"
0.375,0.1875,1.375,0.4479166567325592,0.5,0.4375,1.25,0.4980902671813965,"h"
0.5,0.4375,1.625,0.47065895795822144,0.125,0.375,2.625,0.46085765957832336,"a"
0.375,0.25,1.5,0.47111111879348755,0.75,0.75,0.625,0.512499988079071,"a"
0.5,0.5625,2,0.5020160675048828,0.75,0.8125,0.875,0.5437152981758118,"a"
0.75,0.625,1.875,0.5110416412353516,0.375,0.3125,1.5,0.5065277814865112,"h"
0.625,0.4375,1.5,0.5163888931274414,0.375,0.5625,1.875,0.5174595713615417,"h"
0.875,0.6875,0.875,0.5383333563804626,0.5,0.3125,1.25,0.5387499928474426,"h"
0.125,0.3125,2.875,0.5078890323638916,0.375,0.375,1.75,0.48030540347099304,"a"
0.5,0.5,2.25,0.5106596946716309,0.625,0.5625,1.125,0.5147222280502319,"a"
0.625,0.625,1.5,0.508912205696106,0.5,0.625,1,0.508219838142395,"h"
0.75,0.5625,1.625,0.4980340600013733,0.625,0.75,0.5,0.5324305295944214,"a"
0.5,0.5,2,0.5348277688026428,0.375,0.25,2.25,0.5127325654029846,"h"
0.125,0.3125,1.625,0.5052205920219421,0.5,0.375,1,0.5019097328186035,"a"
0.875,0.75,1.25,0.49156248569488525,0.375,0.5625,2.5,0.4875694513320923,"h"
0.25,0.25,1.625,0.4601736068725586,0.375,0.5,1.625,0.5158423185348511,"a"
0.5,0.4375,2.125,0.4621172845363617,0.5,0.625,2,0.5310530662536621,"a"
0.375,0.4375,1.5,0.4958333373069763,0.625,0.625,2.25,0.4682278037071228,"a"
0.375,0.1875,1.5,0.4396180510520935,0.5,0.75,1.5,0.46361109614372253,"a"
0.625,0.75,1,0.5596528053283691,0.25,0.3125,2.125,0.4828813076019287,"h"
0.75,0.4375,0.875,0.5254861116409302,0.375,0.5625,2.125,0.47684937715530396,"h"
0.75,0.5625,0.625,0.49704861640930176,0.25,0.375,1.625,0.46996527910232544,"h"
0.375,0.375,1.75,0.49027910828590393,0.25,0.25,3.125,0.4914236068725586,"a"
0.5,0.5625,1.75,0.4860416650772095,0.5,0.6875,2,0.5794791579246521,"a"
1,0.875,1,0.5398610830307007,0.375,0.4375,1,0.5329198837280273,"h"
0.75,0.625,1.25,0.44629520177841187,0.5,0.5,2.75,0.5131944417953491,"h"
0.25,0.25,1.875,0.4447222352027893,0.25,0.5,2.5,0.49019792675971985,"a"
0.25,0.375,1.875,0.4569791555404663,0.625,0.625,2.5,0.45739448070526123,"a"
0.375,0.3125,1.125,0.4651041626930237,0.5,0.5,1.125,0.5186111330986023,"h"
0.625,0.5,1.375,0.5135113596916199,0.5,0.5,1.25,0.456805557012558,"a"
0.875,0.8125,0.625,0.4901292026042938,0.25,0.3125,2.5,0.4779854714870453,"h"
1,0.75,0.75,0.49107638001441956,0.25,0.3125,2,0.47537484765052795,"h"
0.375,0.4375,1.5,0.49309027194976807,0.625,0.5625,1.375,0.5045833587646484,"h"
0.75,0.625,1.375,0.44396883249282837,0.625,0.8125,0.875,0.5329166650772095,"h"
0.625,0.4375,1.75,0.4699760973453522,0.375,0.5,1.75,0.4960506558418274,"h"
0.875,0.625,0.75,0.5168750286102295,0.25,0.375,2.25,0.4855608344078064,"h"
0.5,0.5,2,0.5097938179969788,0.5,0.5,1,0.5246180295944214,"a"
0.625,0.5625,2.25,0.5105555653572083,0.875,0.75,1.375,0.5492013692855835,"a"
0.875,0.6875,0.875,0.5211963057518005,0.375,0.25,2,0.5072306990623474,"h"
0.375,0.3125,2,0.49687498807907104,0.375,0.5,2.375,0.46327298879623413,"h"
0.25,0.375,1.375,0.5047222375869751,0.375,0.4375,2.75,0.5029861330986023,"h"
0.625,0.5,1.875,0.5260763764381409,0.625,0.75,0.375,0.4910416603088379,"a"
1,0.8125,1.625,0.5309028029441833,0.25,0.5,2.375,0.47843751311302185,"h"
0.25,0.375,1.75,0.4617481529712677,0.375,0.375,2.875,0.4991198778152466,"a"
0.5,0.5,2.25,0.5185651779174805,0,0.1875,1.375,0.45718270540237427,"h"
0.375,0.25,1.625,0.47305554151535034,0.375,0.4375,2,0.48733165860176086,"a"
0.875,0.8125,0.5,0.4871777892112732,0.25,0.5,2.75,0.4993298649787903,"h"
0.625,0.75,1.25,0.557960569858551,0.125,0.1875,1.125,0.47824257612228394,"h"
0.125,0.25,3,0.5042779445648193,0.5,0.4375,2,0.5143055319786072,"a"
0.375,0.3125,1.625,0.4970499575138092,0.625,0.6875,0.75,0.508185088634491,"a"
0.625,0.625,1.625,0.5107871890068054,0.375,0.4375,1.5,0.5248958468437195,"h"
0.875,0.6875,1,0.5354324579238892,0.625,0.8125,1.125,0.46812498569488525,"a"
0.75,0.6875,0.75,0.5153472423553467,0.5,0.5625,1.875,0.5317127704620361,"h"
0.5,0.4375,1.625,0.5207734107971191,0.875,0.75,1.5,0.5373862981796265,"a"
0.375,0.4375,2.625,0.5055790543556213,0.5,0.375,1.125,0.5353472232818604,"a"
0.375,0.375,2.25,0.5171180367469788,0.75,0.8125,0.75,0.5059375166893005,"a"
0.5,0.5,1.25,0.49829861521720886,0.25,0.3125,2.125,0.4911387264728546,"h"
0.375,0.1875,1.5,0.44874998927116394,0.375,0.625,2.75,0.5648958086967468,"h"
0.875,0.5625,0.875,0.541979193687439,0.25,0.3125,2.25,0.4861451983451843,"h"
0.375,0.25,1.875,0.43986111879348755,0.375,0.4375,1.5,0.46177083253860474,"h"
0.125,0.25,2.625,0.5151459574699402,0.625,0.625,2.625,0.45402777194976807,"a"
0.625,0.5625,2.375,0.5195833444595337,0.25,0.4375,1.875,0.4612152874469757,"h"
0.375,0.375,0.625,0.4770486056804657,0.75,0.875,0.875,0.5421527624130249,"a"
0.625,0.5,1.5,0.507087767124176,0.25,0.5625,1.625,0.5111748576164246,"h"
0.5,0.4375,1.75,0.5367403030395508,0.625,0.8125,1,0.4558999240398407,"a"
0.625,0.625,1.625,0.4543854892253876,0.75,0.75,0.625,0.5350000262260437,"a"
0.625,0.4375,1.75,0.5038326978683472,0.125,0.25,1,0.48645833134651184,"a"
0.625,0.625,1.5,0.49493056535720825,0.5,0.6875,0.625,0.4901736080646515,"h"
0.5,0.4375,2.25,0.5046202540397644,0.5,0.375,0.875,0.49965277314186096,"a"
1,0.875,1.625,0.5134375095367432,0.5,0.5625,1.375,0.5220485925674438,"h"
0.625,0.5625,2,0.5236176252365112,0.25,0.5625,1.625,0.5093975067138672,"a"
0.875,0.6875,1.25,0.512048602104187,0.25,0.4375,2.125,0.45319443941116333,"h"
0.5,0.3125,1.625,0.47044962644577026,0.75,0.75,0.75,0.5357656478881836,"h"
0.375,0.375,2.625,0.5180208086967468,0.25,0.4375,1.875,0.4912152886390686,"h"
0.125,0.25,2.625,0.5172987580299377,0.375,0.3125,0.875,0.47902777791023254,"h"
0.5,0.4375,1.375,0.535009503364563,0.375,0.625,2.875,0.47165626287460327,"a"
0.5,0.375,1.875,0.5239930748939514,0.125,0.25,1.375,0.46567314863204956,"h"
0.5,0.4375,1.625,0.4826433062553406,0.75,0.8125,0.75,0.5258333086967468,"a"
0.375,0.375,2.375,0.4471520185470581,0.875,0.75,1.375,0.5487405061721802,"a"
0.625,0.625,1.5,0.5152778029441833,0.375,0.375,2.125,0.49780043959617615,"h"
0.875,0.75,1,0.4796527922153473,0.5,0.6875,2.625,0.570972204208374,"a"
0.25,0.25,1.625,0.4917721748352051,0.125,0.25,1.375,0.45759937167167664,"a"
0.5,0.4375,2,0.5296556353569031,0.625,0.5625,2,0.515173614025116,"a"
0.375,0.4375,2.375,0.5155096054077148,0.375,0.4375,2.375,0.4968055486679077,"h"
0.375,0.4375,1.125,0.5026041865348816,0.625,0.625,1.125,0.50822913646698,"h"
0.25,0.25,1.75,0.47329995036125183,0.625,0.625,2.5,0.4856249988079071,"a"
0.5,0.5,1,0.49437686800956726,0.625,0.75,1,0.46006470918655396,"h"
0.5,0.3125,1.375,0.4717708230018616,0.25,0.1875,2,0.4943487346172333,"h"
0.75,0.625,1.25,0.5156407952308655,0.5,0.5,1.25,0.5438888669013977,"a"
0.875,0.625,1,0.5489236116409302,0.375,0.375,1.375,0.45482638478279114,"h"
0.25,0.1875,1.875,0.43291667103767395,0.375,0.375,2.125,0.4838247001171112,"a"
0.75,0.5,1.75,0.4848024845123291,0.5,0.5625,2,0.5379514098167419,"h"
0.375,0.375,1.5,0.47528982162475586,0.625,0.8125,1,0.5286111235618591,"h"
0.375,0.375,0.5,0.48295140266418457,0.375,0.4375,2.25,0.49368056654930115,"a"
0.5,0.375,1.875,0.5215625166893005,0.25,0.375,0.875,0.49784722924232483,"a"
0.375,0.5,1.125,0.4944791793823242,0.5,0.4375,1,0.5083680748939514,"a"
0.75,0.75,0.75,0.503819465637207,0.25,0.375,2.125,0.46462714672088623,"h"
0.75,0.6875,1.375,0.5047222375869751,0.375,0.5,1.875,0.5069444179534912,"h"
0.875,0.5625,0.875,0.5254513621330261,0.125,0.375,2.5,0.4736458361148834,"h"
0.875,0.6875,1.375,0.5090625286102295,0.25,0.375,1.875,0.5143492817878723,"h"
0.875,0.8125,0.625,0.5006500482559204,0.75,0.6875,1,0.5434280037879944,"h"
0.375,0.375,2.375,0.488543838262558,0.75,0.5625,2,0.5368402600288391,"a"
0.625,0.5625,1.5,0.5199370980262756,0.5,0.6875,0.75,0.49086806178092957,"a"
1,0.8125,1.625,0.5143402814865112,0.5,0.625,1.375,0.480590283870697,"h"
0.625,0.5,1.375,0.4650452136993408,0.375,0.375,2.25,0.4879046082496643,"h"
0.5,0.375,1.625,0.48020654916763306,0.375,0.5625,1.375,0.456701397895813,"a"
0.5,0.3125,1.5,0.4778124988079071,0.5,0.5,1,0.5380208492279053,"a"
0.625,0.4375,1.375,0.4971919357776642,0.125,0.1875,0.875,0.47168007493019104,"h"
0.75,0.6875,1,0.44902777671813965,0.75,0.6875,2,0.5023958086967468,"a"
0.75,0.75,0.875,0.569766104221344,0.375,0.625,2.875,0.4779756963253021,"h"
0.625,0.375,1.75,0.4999625086784363,0.25,0.375,1.875,0.5203909277915955,"h"
0.375,0.4375,2.125,0.5023987293243408,0.375,0.375,1,0.4893749952316284,"a"
0.5,0.375,1.875,0.5212846994400024,0.375,0.625,1.5,0.5086740255355835,"a"
0.5,0.5,2.375,0.532035231590271,0.375,0.5625,2.625,0.5443077087402344,"h"
0.375,0.3125,1.75,0.49527913331985474,0.25,0.1875,2,0.48934873938560486,"h"
0.75,0.75,1.125,0.4982541799545288,0.75,0.75,1,0.5301753878593445,"a"
0.5,0.4375,2.375,0.4623256325721741,0.375,0.375,2.25,0.4844844341278076,"h"
0.375,0.3125,1.75,0.534801185131073,0.75,0.875,0.875,0.5193402767181396,"a"
0.875,0.6875,1.125,0.5147569179534912,0.25,0.375,1.5,0.45531249046325684,"h"
0.375,0.375,1.75,0.4833453893661499,0.25,0.3125,1.625,0.48645123839378357,"h"
0.625,0.4375,1.125,0.4954558312892914,0.25,0.375,2.25,0.4847910404205322,"h"
0.625,0.5,1.25,0.5240782499313354,0.75,0.5625,2.25,0.5330902934074402,"a"
0.125,0.125,2.125,0.4366319477558136,0.75,0.75,1,0.5127778053283691,"a"
0.125,0.1875,2.75,0.5190625190734863,0.5,0.6875,2.5,0.4747812747955322,"a"
0.5,0.5,2.5,0.5081437826156616,0.375,0.5,1.625,0.507502555847168,"a"
0.25,0.3125,2.375,0.49125218391418457,0.625,0.5625,1,0.5353124737739563,"a"
0.375,0.375,1,0.512048602104187,0.375,0.4375,1,0.48847222328186035,"a"
0.75,0.6875,0.875,0.4637152850627899,0.375,0.5625,1.25,0.47381943464279175,"h"
0.75,0.75,1,0.5501827597618103,0.375,0.5625,1.5,0.46753472089767456,"a"
0.75,0.75,1.25,0.530590295791626,0.125,0.3125,1.375,0.4512612223625183,"h"
0.5,0.3125,1.875,0.5024915337562561,0.625,0.625,1.875,0.5218750238418579,"a"
0.875,0.625,0.875,0.5330902934074402,0.625,0.6875,1.25,0.5087517499923706,"h"
0.375,0.375,2.5,0.5049999952316284,0.5,0.4375,1.125,0.5432639122009277,"a"
0.5,0.375,2,0.5174999833106995,0.375,0.375,2.125,0.49167191982269287,"h"
0.75,0.75,1,0.5107541680335999,0.25,0.4375,2.125,0.4548354744911194,"h"
0.5,0.625,1,0.48152777552604675,0.5,0.625,1.125,0.4730161130428314,"h"
0.625,0.5,1.125,0.5263699293136597,0.125,0.3125,1.75,0.455323725938797,"h"
0.875,0.6875,0.875,0.5452430844306946,0.75,0.75,1.125,0.54710853099823,"h"
0.5,0.375,2,0.4553811848163605,0.125,0.125,1.125,0.47862452268600464,"h"
0.75,0.5625,1.375,0.4984722137451172,0.25,0.25,2.25,0.49541667103767395,"h"
0.625,0.625,0.75,0.5006268620491028,0.5,0.5,1.125,0.5106944441795349,"h"
0.25,0.25,2.25,0.5212594866752625,0.625,0.625,1.5,0.5330902934074402,"a"
0.875,0.625,1.375,0.48622608184814453,0.5,0.6875,0.875,0.49975693225860596,"h"
0.875,0.8125,1.375,0.5097222328186035,0.5,0.4375,1.875,0.492522656917572,"a"
0.5,0.4375,1.375,0.44737160205841064,0.5,0.4375,0.875,0.5070486068725586,"a"
0.875,0.8125,1.125,0.5400347113609314,0.125,0.125,1.875,0.47990429401397705,"h"
0.375,0.4375,2.125,0.49719035625457764,0.125,0.25,1.5,0.4860069453716278,"h"
0.75,0.6875,0.75,0.519409716129303,0.125,0.3125,2.375,0.4644791781902313,"h"
1,0.6875,0.75,0.5450000166893005,0.375,0.4375,1.125,0.48104166984558105,"h"
0.875,0.8125,1.25,0.5427083373069763,0.5,0.625,1.125,0.4899952709674835,"h"
0.375,0.3125,2.25,0.5027777552604675,0.75,0.75,1.375,0.5267361402511597,"a"
0.25,0.375,1.875,0.48369261622428894,0.5,0.75,1.375,0.5017295479774475,"a"
0.625,0.625,1.5,0.5116732120513916,0.75,0.625,2.375,0.5248958468437195,"h"
0.5,0.3125,1.375,0.48444443941116333,0.375,0.5,1.75,0.47049522399902344,"a"
0.25,0.25,2.125,0.5346275568008423,0.375,0.625,1.875,0.4536111056804657,"h"
0.875,0.6875,0.875,0.5402083396911621,0.125,0.25,1.625,0.5015624761581421,"h"
0.125,0.125,2.25,0.46118056774139404,0.25,0.1875,1.5,0.4816751480102539,"a"
0.375,0.375,2.625,0.5072222352027893,0.5,0.4375,1.875,0.4948490560054779,"h"
0.625,0.5,1.125,0.47726741433143616,0.625,0.75,1.125,0.5125347375869751,"h"
0.5,0.4375,1.375,0.5042518973350525,0.375,0.4375,1.375,0.49211806058883667,"a"
0.5,0.4375,1.5,0.47433850169181824,0,0.25,2.375,0.47093749046325684,"h"
0.75,0.6875,0.625,0.5381944179534912,0.5,0.6875,1.125,0.4742708206176758,"h"
0.5,0.5,2.25,0.5166854858398438,0.25,0.5,2,0.44604167342185974,"h"
0.625,0.625,1,0.4898976981639862,0.25,0.25,1.875,0.488506942987442,"a"
0.25,0.375,2.125,0.4551764726638794,0.75,0.75,1.25,0.5330113172531128,"a"
0.875,0.8125,0.875,0.4989139139652252,0.375,0.375,2.5,0.5137552618980408,"h"
0.875,0.75,1.375,0.5047569274902344,0.375,0.4375,1.25,0.480243057012558,"h"
0.75,0.625,1,0.4699999988079071,0.125,0.3125,1.625,0.46011537313461304,"h"
0.5,0.375,1.75,0.4967361092567444,0.5,0.375,0.75,0.5302430391311646,"h"
0.625,0.625,1.875,0.5046592950820923,0.25,0.5625,2.25,0.4538888931274414,"h"
1,0.75,1.125,0.5261805653572083,0.5,0.5625,1.125,0.5110416412353516,"h"
0.75,0.75,1.25,0.5422606468200684,0.375,0.4375,1,0.4952485263347626,"h"
0.875,0.6875,0.875,0.5363888740539551,0.5,0.5625,1.375,0.4660416543483734,"a"
0.25,0.25,2.375,0.5113541483879089,0.375,0.4375,1.25,0.5058333277702332,"h"
0.125,0.1875,2,0.4607660472393036,0.5,0.375,1.375,0.5635069608688354,"a"
0.5,0.25,1.75,0.5126651525497437,0.25,0.25,1.875,0.5167450904846191,"h"
0.25,0.375,1.25,0.4911110997200012,0.5,0.5625,1.625,0.5120859146118164,"a"
0.75,0.5,1.75,0.511145830154419,0.875,0.875,1.625,0.5038541555404663,"a"
0.5,0.3125,1.75,0.5002096891403198,0.125,0.125,1,0.4645380973815918,"h"
1,0.75,0.875,0.5493055582046509,0.5,0.625,1.875,0.4885087013244629,"h"
0.5,0.625,0.875,0.48711806535720825,0.375,0.4375,2.75,0.5221201777458191,"h"
0,0.125,2.625,0.4347938299179077,0.25,0.25,1.125,0.485609233379364,"a"
0.75,0.625,0.875,0.47093749046325684,0.625,0.6875,1.125,0.5307890772819519,"h"
0.625,0.6875,1,0.480798602104187,0.5,0.75,1.5,0.4890972077846527,"h"
0.625,0.5,1.75,0.5256438255310059,0.375,0.4375,1.125,0.4812152683734894,"h"
0.625,0.5625,1.375,0.47080305218696594,0.5,0.6875,1.25,0.5144444704055786,"h"
0.75,0.5,1.625,0.4989235997200012,0.25,0.375,1.875,0.4641084372997284,"a"
0.5,0.4375,2.375,0.5304514169692993,0.25,0.375,1.75,0.47871464490890503,"h"
0.875,0.8125,0.875,0.49308058619499207,0.5,0.375,1.75,0.4949532151222229,"h"
0.75,0.625,1.125,0.503819465637207,0,0.25,2.5,0.4503472149372101,"h"
0.625,0.5,1.75,0.46090200543403625,0.375,0.3125,1.375,0.5520486235618591,"h"
0.625,0.5625,1,0.5070157647132874,0.375,0.3125,1.875,0.5025672912597656,"a"
0.375,0.4375,1.5,0.5106717944145203,0.25,0.5,2.25,0.43888887763023376,"h"
0.625,0.5625,0.75,0.5117360949516296,0.625,0.75,1.875,0.49953821301460266,"a"
1,0.75,1.125,0.56229168176651,0,0.0625,1.375,0.4641561806201935,"h"
0.375,0.375,2,0.49359217286109924,0.75,0.6875,1,0.5409722328186035,"a"
1,0.9375,1.375,0.5574305653572083,0.125,0.3125,1.625,0.5057638883590698,"h"
0.375,0.375,1.625,0.4704149067401886,0.625,0.625,1.75,0.4993767738342285,"a"
0.625,0.4375,1.875,0.5094791650772095,0.375,0.5625,1.5,0.4852730333805084,"h"
0.625,0.4375,1.125,0.4929513931274414,0.625,0.625,2.375,0.5277083516120911,"h"
0.375,0.375,2.375,0.5369539260864258,0.625,0.625,1.375,0.5354514122009277,"h"
0.625,0.625,1.625,0.5442389845848083,0.625,0.8125,1.25,0.4949595630168915,"a"
0.125,0.0625,2.375,0.4501041769981384,0.75,0.8125,1.5,0.5209965705871582,"a"
0.375,0.3125,2,0.5317708253860474,0.125,0.4375,2.625,0.42184028029441833,"h"
0.75,0.5,1.375,0.47826388478279114,0.375,0.375,2.75,0.5225368738174438,"h"
0.25,0.375,1.5,0.504444420337677,0.125,0.3125,2.625,0.4312500059604645,"a"
0.625,0.5,1.5,0.4738992750644684,0.25,0.375,2.75,0.5107735991477966,"h"
1,0.9375,1.25,0.5489930510520935,0.25,0.125,1.5,0.49097222089767456,"h"
0.375,0.25,1.875,0.5181610584259033,0.625,0.625,1.125,0.5090277791023254,"a"
0.375,0.375,1.75,0.4766000807285309,0.375,0.5,1.125,0.5070833563804626,"h"
0.75,0.625,1.375,0.5036110877990723,0.875,0.875,1.375,0.5259027481079102,"a"
0.75,0.625,1.125,0.5129513740539551,0.375,0.5,1.625,0.4605555534362793,"h"
0.625,0.4375,1,0.49802082777023315,0.125,0.375,1.75,0.4676382541656494,"h"
0.5,0.5625,2,0.48261070251464844,0.625,0.6875,1.625,0.523613691329956,"a"
0.75,0.6875,1.125,0.5053125023841858,0.75,0.8125,1.375,0.515381932258606,"h"
1,0.75,0.875,0.5264583230018616,0.25,0.3125,1.75,0.5003125071525574,"h"
0.875,0.8125,1,0.5225694179534912,0.5,0.75,1.125,0.4857929050922394,"h"
0.625,0.5,1.125,0.4594097137451172,0.5,0.625,1.5,0.5155508518218994,"a"
0.625,0.375,1.875,0.49947917461395264,0.375,0.1875,1.25,0.5027083158493042,"a"
0.375,0.375,1.5,0.490588515996933,0,0.0625,1.625,0.4550255537033081,"h"
0.5,0.4375,1.75,0.47112151980400085,0.375,0.375,1.125,0.4816508889198303,"a"
0.5,0.3125,2.125,0.5009637475013733,0.5,0.4375,1.125,0.5322569608688354,"h"
0.625,0.5,1.25,0.5155048966407776,1,1,1.5,0.5213194489479065,"a"
0.375,0.25,1.5,0.5143055319786072,0.375,0.375,1.75,0.5527777671813965,"h"
0.75,0.6875,0.375,0.5083680748939514,0.5,0.5625,1.5,0.5278724431991577,"h"
0.625,0.5625,1.125,0.5283680558204651,0.375,0.4375,2.5,0.49562498927116394,"a"
0.5,0.5625,1.625,0.5025065541267395,0,0.3125,2.75,0.42055556178092957,"h"
0.625,0.5625,0.875,0.46173611283302307,0.5,0.75,1.75,0.4961458444595337,"a"
0.5,0.3125,2,0.4829671084880829,0.625,0.6875,2.25,0.5409564971923828,"a"
0.5,0.375,1.25,0.4925694465637207,0.375,0.375,1.375,0.5171180367469788,"a"
0.625,0.5625,1.75,0.5508014559745789,0.5,0.4375,1,0.46340277791023254,"a"
0.5,0.4375,1.625,0.5147569179534912,0.125,0.25,1.625,0.5006944537162781,"h"
0.625,0.4375,1.375,0.45836806297302246,0.625,0.5,0.875,0.5318750143051147,"a"
0.5,0.4375,2.375,0.5293055772781372,0.5,0.4375,2.625,0.5347591042518616,"a"
0.125,0.3125,1.375,0.5189236402511597,0.5,0.25,1.125,0.4875694513320923,"a"
1,1,1.5,0.535486102104187,0,0.0625,1.75,0.4559630751609802,"h"
1,0.75,1.125,0.5776388645172119,0.375,0.4375,1,0.49469295144081116,"h"
0.875,0.8125,0.875,0.5007291436195374,0.5,0.625,1.75,0.527571976184845,"h"
0.75,0.6875,0.5,0.5131596922874451,0.125,0.3125,2.875,0.42954862117767334,"h"
0.625,0.5,1.25,0.49930083751678467,0.5,0.5625,1.375,0.5136458277702332,"h"
0.5,0.4375,1,0.4868778586387634,0.625,0.75,1.5,0.5003125071525574,"h"
0.375,0.25,2.125,0.5090978741645813,0.625,0.8125,1.25,0.48513317108154297,"a"
0.625,0.5625,1.25,0.5064235925674438,0.375,0.25,1.875,0.49509212374687195,"h"
0.5,0.5625,1.375,0.5296301245689392,0.5,0.4375,1.25,0.45104166865348816,"h"
0.25,0.3125,2.25,0.5365372896194458,0.75,0.75,1.75,0.5314425826072693,"a"
1,0.75,0.625,0.534375011920929,0.25,0.375,1.625,0.46841397881507874,"h"
0.125,0.0625,2.125,0.4469791650772095,0.5,0.5,1.625,0.5665972232818604,"a"
0.625,0.5,1.375,0.5171874761581421,0.375,0.5,1.375,0.5209279656410217,"h"
0.5,0.4375,1.5,0.4660416543483734,0.25,0.375,1.625,0.4811452031135559,"a"
0.5,0.4375,2.5,0.5418342351913452,0.75,0.8125,1.25,0.4868810772895813,"h"
0,0.25,2.625,0.4192708432674408,0.5,0.5625,1.25,0.49909722805023193,"a"
0.625,0.5625,1,0.5184046626091003,0.5,0.5,1.375,0.5147569179534912,"h"
0.5,0.4375,2,0.46204861998558044,0.625,0.6875,1.75,0.49694621562957764,"a"
0.375,0.4375,2.125,0.4890088140964508,0.375,0.5,1.5,0.5102383494377136,"h"
0.875,0.75,1,0.5151388645172119,0.875,0.9375,1.5,0.5250694155693054,"h"
0.625,0.3125,1.75,0.5014930367469788,0.25,0.4375,2.25,0.43743056058883667,"h"
0.125,0.25,1.5,0.5016319155693054,0.625,0.5625,0.875,0.5524652600288391,"a"
0.375,0.375,2.25,0.5479608774185181,0.375,0.5,1.125,0.48076388239860535,"h"
0.125,0.0625,2,0.4615972340106964,0.625,0.6875,1.875,0.49114760756492615,"a"
0.75,0.5625,1.25,0.5410416722297668,0.25,0.375,1.75,0.4668862223625183,"h"
0.875,0.8125,1,0.4983333349227905,0.25,0.375,1.875,0.4734722077846527,"h"
0.75,0.625,0.875,0.5254513621330261,0.125,0.3125,1.75,0.47701388597488403,"h"
0,0.25,3,0.40850692987442017,0.125,0.375,2.375,0.43791666626930237,"a"
0.5,0.3125,1.5,0.5103124976158142,0.375,0.375,2.625,0.5190993547439575,"h"
0.875,0.8125,1.125,0.49975693225860596,0.375,0.4375,2.375,0.5153472423553467,"h"
0.5,0.3125,2,0.4990277886390686,0.375,0.5,1.5,0.5088194608688354,"h"
1,0.9375,1.75,0.5423611402511597,0.5,0.5625,1.5,0.503819465637207,"h"
0.5,0.375,1.125,0.44624999165534973,0.5,0.75,1.75,0.5126736164093018,"a"
0.375,0.4375,1.625,0.5137482285499573,0.75,0.875,1,0.4779804050922394,"a"
0.625,0.4375,1.125,0.4620470404624939,0.625,0.75,2.25,0.5309580564498901,"h"
0.375,0.25,2.125,0.4727240800857544,0.5,0.625,0.625,0.478005051612854,"a"
0.625,0.625,1.375,0.550532877445221,0.25,0.4375,2,0.4893749952316284,"h"
0.75,0.5625,1,0.4998216927051544,0.25,0.375,2.25,0.4529514014720917,"h"
0.625,0.5,2.25,0.5402716994285583,0.5,0.625,1.875,0.5375025868415833,"h"
0.375,0.4375,1.625,0.5173940658569336,0.375,0.4375,1.25,0.48941516876220703,"a"
0.75,0.625,1.125,0.5206266641616821,0.5,0.5,1.625,0.5393404960632324,"h"
0.5,0.3125,1.5,0.52385413646698,0.625,0.3125,0.75,0.46819445490837097,"a"
1,0.875,1.5,0.5591367483139038,0.25,0.1875,1.75,0.5051220059394836,"h"
0.625,0.4375,1.125,0.4975000023841858,0.25,0.4375,1.75,0.5144397020339966,"h"
0.875,0.8125,1.125,0.5019097328186035,0.25,0.3125,2.75,0.5106619000434875,"h"
0.5,0.4375,1.75,0.5464959144592285,0.625,0.75,1.25,0.4753819406032562,"a"
0.875,0.6875,0.625,0.5294791460037231,0.5,0.5,1.25,0.5067014098167419,"a"
0.625,0.4375,0.875,0.4498611092567444,0.5,0.625,1.5,0.5230555534362793,"h"
0.5,0.375,0.625,0.4893749952316284,0.875,0.9375,1,0.4853067994117737,"a"
0.625,0.4375,1.25,0.47693732380867004,0.5,0.6875,2.25,0.5298193097114563,"h"
0.5,0.5,1.25,0.5081662535667419,0.375,0.375,1.5,0.5023611187934875,"a"
0.75,0.625,0.75,0.5313541889190674,0.75,0.375,0.75,0.46590277552604675,"a"
